movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm
20236623,처형:우리 제부 해보고 싶은거 다 해,TUMANOIMOOTOHAKIREI,2022,20240103,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로)
20236622,옆집 영계냄새에 발딱 선 내 아내,KINNPATUGYARU,2022,20240103,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로)
20236641,수컷냄새만 나면 발딱 서버려요,DOROIPANTIRA-02,2022,20240103,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로)
20236693,파라다이스 시티,Paradise city,2022,20240118,장편,개봉,캐나다,"액션,스릴러",캐나다,액션
20236749,성욕 터지는 불륜 아줌마,,2023,20240118,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20236750,1+1 맛 좋은 골뱅이,,2023,20240118,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20236715,킹덤 3: 운명의 불꽃,,2023,20240117,장편,개봉,일본,"액션,전쟁",일본,액션
20124315,엔드 오브 에반게리온,The End Of Evangelion,1997,20240117,장편,개봉,일본,애니메이션,일본,애니메이션
20236706,무티: 주술살인,The Ritual Killer,2023,20240117,장편,개봉,미국,"범죄,스릴러,미스터리",미국,범죄
20235073,라이즈,Rise,2022,20240117,장편,개봉,"프랑스,벨기에","드라마,코미디",프랑스,드라마
20247097,도넘은 불장난 그녀의 이중생활,,2023,20240117,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20236563,걸즈 앤 판처 최종장 제4화,GIRLS und PANZER das FINALE: Part IV,2023,20240117,장편,개봉,일본,애니메이션,일본,애니메이션
20247098,거르고 보는 헐렁한 동거경험녀,,2023,20240117,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20236433,사랑하는 기생충,Parasite in Love,2021,20240116,장편,개봉,일본,드라마,일본,드라마
20236748,찾아가서 삽입시켜 드립니다,,2023,20240111,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20236657,아마존: 더 비기닝,BEZOS,2023,20240111,장편,개봉,미국,드라마,미국,드라마
20236747,불륜 섹스에 진심인 아줌마,,2023,20240111,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20209574,히즈,his,2020,20240110,장편,개봉,일본,드라마,일본,드라마
20236907,지오디 마스터피스 더 무비,god`s MASTERPIECE the Movie,2023,20240110,장편,개봉,한국,공연,한국,공연
20235583,인투 더 월드,Migration,2023,20240110,장편,개봉,미국,애니메이션,미국,애니메이션
20236014,메이킹 다큐멘터리 `스즈메의 문단속`을 따라가다,"Making Documentary of ""Suzume""",2023,20240110,장편,개봉,일본,다큐멘터리,일본,다큐멘터리
20236108,노 베어스,No Bears,2022,20240110,장편,개봉,이란,드라마,이란,드라마
20235834,위시,WISH,2023,20240103,장편,개봉,미국,애니메이션,미국,애니메이션
20236773,즙 잘 뽑는 가정부,EROSUGIOKYAKUSAN,2022,20240108,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로)
20236769,새아들 정력 미쳤다,KYOUIKUMAMANOURA,2022,20240108,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로)
20235585,준다면 먹고 보자,,2023,20240105,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20236178,인생 뭐 있어 넣자 넣자,,2023,20240105,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20236768,시간 멈춰 단백질 뽑아대는 아오이,JIKANTOMERUJIKARA-01,2022,20240104,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로)
20236765,딱딱하게 세워주는 여자 선생님,,2023,20240104,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20236752,내 아내 맛이 어때,TUYOITUMANOSEIYOKU,2022,20240104,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로)
20236764,거유녀의 사생활,,2023,20240104,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20236895,흥건한 며느리와 대물 시아버지,,2023,20240103,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20235924,클레오의 세계,Ama Gloria,2023,20240103,장편,개봉,프랑스,드라마,프랑스,드라마
20236896,장모의 혀놀림에 정신 못차리는 사위,,2023,20240103,장편,개봉,한국,성인물(에로),한국,성인물(에로)
20230984,간신의 피,The Blood of Desire,2023,20240103,장편,개봉,한국,액션,한국,액션
20214842,"그리고, 살아간다",And Life Goes On,2019,20240101,장편,개봉,일본,"드라마,가족,멜로/로맨스",일본,드라마
